what,kind,bundleId,bundleVersion,description,time
java.specification.name,sysinfo,,,"Java Platform API Specification",1607766480618
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1607766480618
java.specification.version,sysinfo,,,"1.6",1607766480618
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1607766480618
java.version,sysinfo,,,"1.6.0_23",1607766480618
java.vm.info,sysinfo,,,"mixed mode",1607766480618
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1607766480618
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1607766480618
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1607766480618
java.vm.specification.version,sysinfo,,,"1.0",1607766480618
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1607766480618
java.vm.version,sysinfo,,,"19.0-b09",1607766480618
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1607766480633
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1607766481242
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1607766481429
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1607766481647
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1607766481650
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1607766481996
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1607766482010
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1607766482013
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1607766482275
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1607766482295
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1607766482477
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1607766482557
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1607766482571
started,bundle,com.altera.sbtgui.integration,11.1.0.259,"com.altera.sbtgui.integration",1607766483173
started,bundle,com.altera.systemconsole,11.1.0.259,"com.altera.systemconsole",1607766483220
started,bundle,com.altera.utilities,11.1.0.259,"com.altera.utilities",1607766483279
started,bundle,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch",1607766484203
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1607766497030
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1607766500221
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1607766510204
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1607766510570
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1607766510585
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1607766510654
started,bundle,com.altera.sbtgui.core,11.1.0.259,"com.altera.sbtgui.core",1607766510673
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1607766510816
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1607766529385
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1607766531768
error,log,,,"The system console model is invalid. Cannot launch.",1607766543780
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1607766543837
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1607766547306
started,bundle,com.altera.debug.cdi.gdb.plugin,11.1.0.259,"com.altera.debug.cdi.gdb.plugin",1607766567978
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1607766568443
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1607766582727
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1607766589367
error,log,,,"The system console model is invalid. Cannot launch.",1607766595062
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1607766595114
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1607766597719
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1607766600714
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1607766610406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1607766628805
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1607766631012
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1607766631365
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1607766631554
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1607766632247
stopped,bundle,com.altera.debug.cdi.gdb.plugin,11.1.0.259,"com.altera.debug.cdi.gdb.plugin",1607766632248
stopped,bundle,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch",1607766632248
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1607768093859
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1607768093861
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1607768093863
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1607768093864
started,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1607768093864
